,age,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,sex_F,sex_M,school_GP,school_MS,address_R,address_U,famsize_GT3,famsize_LE3,Pstatus_A,Pstatus_T,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,avgGrade
111,0.142857143,0.75,0.75,0,0.666666667,0.333333333,1,1,0,1,1,1,1,0,0.75,0,0.25,0,0,0.25,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,9
112,0.142857143,0.5,0.5,0,0.333333333,0.333333333,1,0,0,1,1,1,1,0,0.5,0,0.25,0,0,1,0.08,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,12
113,0,1,0.5,0,0,0,0,0,0,0,1,1,1,0,0.5,1,0.25,0,0,0.5,0.133333333,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,18.66666667
114,0,0.5,0.25,0,0.333333333,0,0,0,0,1,1,1,1,1,1,0.75,0.25,0,0,1,0.106666667,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,9
115,0.142857143,1,1,0,0.333333333,0,0,1,0,1,1,1,1,0,1,0.75,0.75,0,0.25,1,0.026666667,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,15.33333333
116,0,1,1,0.333333333,0.333333333,0,0,1,0,1,1,1,0,0,0.75,0.75,0.5,0,0,0.25,0.026666667,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,12.66666667
117,0.142857143,0.75,0.75,0.333333333,0,0,0,0,0,1,1,1,1,0,1,0.75,0.25,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13.33333333
118,0.285714286,0.25,0.75,0.666666667,0.333333333,0.333333333,0,1,0,1,1,1,1,0,1,0.25,0.75,0,0.75,1,0.266666667,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8
119,0,0.75,1,0,0,0,0,0,0,0,1,1,1,0,0.5,0.75,0.5,0,0.25,0.75,0.08,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,13.33333333
120,0,0.25,0.5,0,0.333333333,0,0,0,0,0,0,1,1,0,0.5,0.25,0.5,0,0.25,0,0.026666667,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,15.33333333
121,0,0.5,0.5,0,1,0,0,1,1,1,1,1,1,0,1,1,0.75,0,0.25,1,0.08,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15
122,0.142857143,0.5,1,0.333333333,0.333333333,0,0,1,1,1,1,1,1,1,0.75,0.25,0.25,0,0.25,1,0.026666667,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,13
123,0.142857143,1,1,0,0,0,0,1,0,1,1,1,1,0,0.5,0.75,0.75,0,0.75,1,0.24,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,12.66666667
124,0.142857143,0.5,0.5,0,0.333333333,0,0,0,1,0,1,1,1,1,1,0.75,0.75,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7.666666667
125,0,0.75,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0.5,0.25,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,12.66666667
126,0,0.75,1,0,0.333333333,0,1,0,0,1,1,1,1,1,1,0.5,0.25,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,9.333333333
127,0.571428571,0,0.25,0,0.333333333,1,0,1,0,0,0,0,0,0,0.5,0.75,0.25,0,0,1,0.026666667,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,8
128,0.428571429,0.5,0.5,0,0,0.666666667,0,1,0,1,1,1,1,0,0.5,0.5,0.5,0,0.25,0.75,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,3.666666667
129,0.142857143,1,1,0,0,0,0,0,1,1,1,1,1,0,0.5,1,1,0.25,1,0.75,0.106666667,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,18
130,0,0.75,1,0.333333333,0.666666667,0.666666667,0,1,0,0,1,1,1,1,0.75,0.25,0.25,0.25,0.25,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,4
131,0,0.25,0.25,0.666666667,0,0,0,1,0,1,0,1,1,1,0.75,0.5,0.5,0,0.25,0.75,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2.666666667
132,0.285714286,0.5,0.5,0,0,0,0,1,0,0,1,1,1,1,0.5,0.75,0.75,0,0.5,1,0.16,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,11.66666667
133,0.142857143,0.75,1,0,0,0,0,0,0,0,1,1,1,0,0.5,0.25,0,0,0.75,1,0.213333333,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,11.33333333
134,0,0.75,1,1,0.333333333,0,0,1,0,0,1,1,0,1,1,0.5,0.5,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3
135,0,1,1,0,0.666666667,0,0,1,0,1,1,1,1,1,0.75,0.5,0.5,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3.666666667
136,0.285714286,0.75,1,0.666666667,0.333333333,0,0,0,0,0,1,1,0,0,1,0.75,1,0.25,0.75,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3.333333333
137,0.142857143,0.75,0.75,0.333333333,0,0.666666667,0,1,0,1,0,1,1,1,0.75,0.5,0.25,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.333333333
138,0.142857143,0.25,0.25,0,0.333333333,0.333333333,0,0,0,0,1,1,0,1,0.75,0.75,0.75,0,0.5,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,12.66666667
139,0,1,1,0.333333333,0,0,0,0,0,1,1,1,1,0,0.75,0.5,0.25,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,15.66666667
140,0,1,0.75,0.333333333,1,0,1,1,0,0,1,1,1,0,0.25,0.25,0.25,0,0,0.5,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,5.333333333
141,0.142857143,0.5,0.5,0.333333333,0,0.666666667,0,1,0,1,1,1,1,0,0.25,0.5,0.5,0.25,0.25,0.25,0.106666667,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,9
142,0,1,1,0,0.666666667,0,0,1,1,1,1,1,1,0,0.75,0.25,0.25,0,0,1,0.026666667,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,10.33333333
143,0.142857143,0.25,0.25,0,0,0,0,0,0,0,1,1,1,0,0.5,0.75,0.75,0.5,0.5,0,0.026666667,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,13.66666667
144,0.285714286,0.5,0.25,0,0,1,0,1,0,0,1,1,1,0,1,0.75,1,0,0.25,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.666666667
145,0,0.25,0.25,0,0.333333333,0,0,1,1,0,1,1,1,0,0.75,0.75,0.25,0,0.25,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,10
146,0,0.75,0.5,0,0.333333333,1,0,1,0,0,1,1,1,0,0.5,0.5,0.25,0,0,0.5,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4.333333333
147,0,0.25,0.5,0,0.333333333,0,0,1,1,0,0,1,1,0,0.75,0.5,0.25,0,0,1,0.026666667,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10.66666667
148,0.142857143,1,1,0,0,0,0,1,0,0,1,0,1,1,0.5,0.5,0.25,0.25,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,4.333333333
149,0,0.5,0.25,1,0,1,0,0,0,0,1,1,1,0,0.75,1,1,0.25,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,9
150,0.428571429,0.25,0.25,0,0,1,0,0,0,0,1,0,1,1,0.25,0.5,1,0.25,1,0.75,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3.666666667
151,0.142857143,0.5,0.25,0,0,0.333333333,0,0,0,1,1,1,0,1,0.75,0.75,0.75,0.5,1,1,0.08,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,13
152,0,0.75,0.75,0.333333333,0.666666667,0.666666667,0,1,1,1,1,1,1,1,0.75,0.25,0,0.25,0.5,0.5,0.106666667,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,10
153,0.571428571,0.75,0.5,0,0,1,0,1,0,0,1,0,1,1,0.75,1,0.75,0,0,0.75,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1.666666667
154,0.285714286,1,1,0,0,0,1,1,0,0,1,1,0,1,0.75,0.25,0,0,0,0.75,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,11.33333333
155,0,0.5,0.75,0,0.333333333,0,1,0,1,1,1,1,0,0,0.75,0.75,0.75,0,0,0,0.026666667,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,9
156,0.285714286,0.25,0.5,0,0,0,0,0,0,0,1,1,0,0,0.25,0.25,0.25,0.5,0.5,1,0.106666667,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,13.66666667
157,0.428571429,0.25,0.25,0.666666667,0,1,0,1,0,1,0,1,0,0,1,0.25,1,0,1,0.75,0.08,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,9
158,0.142857143,0.5,0.5,0.666666667,0,0,0,0,0,0,0,1,0,0,0.75,0.25,0.25,0,0.25,0.5,0.026666667,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,15.66666667
159,0.142857143,0.75,0.75,0,0.333333333,0.333333333,0,1,1,0,1,1,1,1,0.75,1,1,0.75,0.75,1,0.053333333,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,11.33333333
160,0.285714286,0.5,0.25,0.333333333,0,0.666666667,0,0,0,1,1,0,1,1,0.5,0.5,0.25,0.25,0.25,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,4.333333333
161,0,0.75,0.5,0.333333333,0.333333333,0.666666667,1,1,0,0,1,1,1,1,0.75,0.75,0.75,0,0.75,0.5,0.08,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,7
162,0.142857143,0.25,0.5,0.333333333,0,0.333333333,0,0,0,1,1,1,0,0,0.75,0.75,0.75,0.25,0.75,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2.333333333
163,0.285714286,0.25,0.75,0,0,0,0,0,0,0,1,0,1,0,1,0.5,0.5,0,0.75,0.25,0.026666667,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,10
164,0.285714286,0.25,0.25,1,0.333333333,1,0,0,0,1,1,0,0,1,1,0.5,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,6.666666667
165,0.142857143,0.75,0.5,0.333333333,0,0.333333333,0,1,0,1,0,0,0,0,0.75,1,0.25,0,0,0.25,0.213333333,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,11.66666667
166,0.142857143,0.5,0.5,0,0.333333333,0,0,0,0,0,1,0,1,0,0.75,0.5,1,0.25,0.75,0.75,0.053333333,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10
167,0.142857143,1,0.5,0,0.333333333,0,0,0,1,0,1,1,1,1,0.75,0.25,0.5,0,0,0.5,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,15
168,0.142857143,0.5,0.5,0,0.333333333,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0.75,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4.333333333
169,0.142857143,1,1,0,0.333333333,0,0,1,1,0,1,1,1,1,0.75,0.75,0.25,0,0,0.5,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,14
170,0.142857143,0.75,1,0.666666667,0,0.666666667,0,1,0,1,0,1,1,0,0.5,0.75,1,0.25,0.75,0.25,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3.666666667
171,0.142857143,0.25,0,0.333333333,0.333333333,0,0,1,1,1,1,1,1,1,0.75,0.5,0.25,0,0,0.5,0.026666667,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,14.66666667
172,0.285714286,1,1,0,0.333333333,0,0,1,1,1,1,1,1,0,0.75,0.75,0.75,0,0.5,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,11.33333333
173,0.142857143,0.25,0.75,0,0.333333333,1,0,0,0,1,0,1,1,1,0.75,0.5,1,0,0,0.5,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5
174,0.142857143,0.75,0.75,0.333333333,0.333333333,0,0,1,1,1,1,1,1,0,0.75,0.75,1,0,0,0.75,0.053333333,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,10
175,0.285714286,1,0.75,0.333333333,0.333333333,0,0,0,1,1,1,1,1,0,0.75,0.75,0.75,0.75,0.75,0.75,0.053333333,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,9.333333333
176,0.142857143,0.5,0.5,0.333333333,0.333333333,0,0,0,1,1,0,1,1,0,0.5,0.75,0.75,0,0.75,1,0.026666667,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,12.33333333
177,0.285714286,0.75,0.75,0,0.333333333,0,0,0,0,1,0,1,1,0,0.75,0.5,0.75,0,0.75,0.75,0.053333333,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5.666666667
178,0.142857143,1,0.5,0,0,0,0,1,0,1,1,1,1,1,0.75,0.5,0.5,0.5,0.75,0.5,0.133333333,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,9
179,0.285714286,1,0.75,0,0.333333333,0,0,1,0,1,1,1,1,1,1,0.25,0.5,0,0,0.25,0.053333333,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10.33333333
180,0.142857143,1,0.75,0,0.333333333,0,0,1,1,1,1,1,1,0,0.5,0.75,0.5,0.25,0.5,0.5,0.133333333,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,8.333333333
181,0.142857143,0.75,0.75,0,0.333333333,0,0,0,1,1,1,1,1,1,0.75,0.25,0.5,0,0.25,0.5,0.026666667,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,12.33333333
182,0.285714286,0.5,1,0,0.333333333,0,0,1,0,1,1,1,0,0,1,0.75,0.25,0.25,0.5,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,16.66666667
183,0.285714286,0.75,0.75,0,0.333333333,0,0,1,0,1,1,1,1,1,1,0.5,0.5,0.25,0.5,0,0.746666667,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,8.666666667
184,0.142857143,0.75,0.5,0,0.333333333,0,0,1,1,0,1,1,1,0,0,0.25,0.25,0,0.25,0,0.186666667,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,12.33333333
185,0.285714286,0.75,0.75,0,0.333333333,0,0,1,0,1,1,1,1,1,0.75,0.5,0.75,0.25,0.5,0.75,0.16,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,11.66666667
186,0.142857143,0.25,0.5,0,0,0,0,1,1,1,1,1,1,1,0.5,0.5,0.5,0,0.25,0.5,0.026666667,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,11.33333333
187,0.142857143,0.5,0.25,0,0.333333333,0,0,0,1,1,1,1,1,1,0.75,0.25,0.5,0,0.25,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,15
188,0.285714286,0.75,0.75,0,0.333333333,0,0,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0.5,0.5,0.08,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,8
189,0.285714286,0.25,0.5,0,0.333333333,0,0,0,0,0,1,1,0,0,0.5,0,0.5,0,1,0.5,0.053333333,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,9
190,0.142857143,0.5,0.75,0,0.333333333,0,0,0,0,0,1,1,1,0,0.75,0.5,0.5,0,0,0.25,0.133333333,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,12
191,0.285714286,0.25,0.25,0,0.333333333,0,0,0,0,1,1,1,1,0,1,0.5,0.5,0,0,0.5,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,8.333333333
192,0.285714286,0.25,0.5,0.333333333,0.333333333,0,0,0,1,1,0,1,1,0,0.75,0.75,0.75,0.75,1,1,0.16,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,7.666666667
193,0.142857143,0.75,0.75,0,0,0,0,1,0,1,1,1,1,0,0.75,0.5,0.25,0.5,0.75,1,0.106666667,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,9
194,0.142857143,0.5,0.75,0.333333333,0,0,0,0,0,0,1,1,1,0,1,0.5,0.5,0,0,0.5,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,13.66666667
195,0.285714286,0.5,1,0,0.333333333,0,0,0,0,1,1,1,1,1,0.75,0.5,0.25,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,14.66666667
196,0.285714286,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0.25,0.5,0,0.25,1,0.053333333,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,16
197,0.142857143,0.75,0.75,0.666666667,0,0,0,1,1,1,1,1,1,0,0.5,0.5,0.75,0.5,1,0.5,0.106666667,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,9.333333333
198,0.285714286,1,1,0.333333333,0,0.333333333,0,1,0,0,1,1,1,0,0.75,0.25,0.75,0.25,0.5,0.25,0.32,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,18
199,0.142857143,1,1,0,0.333333333,0,0,1,1,0,1,1,1,0,0.75,1,0.25,0,0.25,0.5,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,9.333333333
200,0.142857143,1,0.75,0,0.333333333,0,0,1,0,1,1,1,1,0,0.75,0.5,1,0,1,0.25,0.026666667,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,16
201,0.142857143,0.5,0.75,0,0.333333333,0,1,1,1,1,1,1,0,0,0.75,0.75,0.5,0,0.5,0.75,0.08,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,9.333333333
202,0.285714286,0.25,0.25,0,0.333333333,0,0,1,1,0,0,1,0,0,0.75,0.75,0.75,0,0.5,0,0.053333333,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,9.333333333
203,0.285714286,0.5,0.5,0,0,0,0,1,0,0,1,1,1,0,1,0.5,0.25,0,0.25,0.5,0.24,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,6.333333333
204,0.142857143,0.5,0.5,0.333333333,1,0,0,1,1,1,0,1,1,0,1,0.5,1,0,0,1,0.08,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,10.33333333
205,0.285714286,0.75,1,0,0.666666667,0.333333333,0,1,1,0,1,1,1,1,0.75,0.75,0.5,0.5,0.75,1,0.373333333,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,9.333333333
206,0.142857143,0.75,0.25,0,0.333333333,1,0,1,1,0,1,1,1,0,0.25,0.5,0.5,0.25,0.25,0.75,0.066666667,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,7
207,0.142857143,1,0.75,0,0.333333333,0,0,0,1,1,1,1,1,1,0,0.5,0.25,0,0,0,0.133333333,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,12
208,0.142857143,0.25,0.25,0.333333333,0,0,0,1,1,0,1,1,0,0,0.75,0.5,0.25,0,0.75,1,0.08,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,9.333333333
209,0.285714286,1,0.75,0.333333333,0.666666667,0,0,1,1,1,1,1,1,1,0.75,0.75,0.25,0,0,0.75,0.08,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,7
210,0.571428571,0.75,0.75,0,1,0,0,1,1,1,1,1,1,0,0.75,0.5,0.5,0,0.25,0.5,0.133333333,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,8
211,0.285714286,1,1,0,0.333333333,0,0,1,1,0,1,1,1,1,1,0.5,1,0.75,1,0.5,0.173333333,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,12.33333333
212,0.142857143,0.5,0.5,0,0.333333333,0,1,1,1,0,1,1,1,0,0.5,0.5,0.75,0,0,0.75,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,13
213,0.428571429,0.5,0.5,0,0.333333333,0.333333333,0,1,1,1,1,1,1,0,0.75,0.75,0.75,0.25,0.75,1,0.2,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,7
214,0.285714286,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0.25,0,0,0.25,0.5,0.16,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,9.333333333
215,0.285714286,0.75,0.5,0.333333333,0.333333333,0,0,0,1,0,1,1,1,0,0.75,0.75,0.75,0,0.5,0,0.026666667,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,14.66666667
216,0.285714286,1,0.75,0,0.333333333,0.666666667,0,0,1,0,1,1,1,1,0.5,0.75,1,0.25,0.75,0,0.293333333,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5.333333333
217,0.428571429,0.75,0.75,0,0.333333333,0.333333333,0,1,1,0,1,1,1,0,0.5,0.25,0.75,0.25,0.75,0.75,0.173333333,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,6.666666667
218,0.285714286,0.5,0.75,0.333333333,0,0,0,1,1,0,1,1,0,0,0.5,0.5,0.5,0,0.75,0.5,0.04,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,7.333333333
219,0.285714286,0.5,0.5,0,0.666666667,0,0,1,1,1,1,1,1,0,0.75,0.5,0.5,0,0,0.75,0.053333333,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,9.666666667
220,0.285714286,0.5,0.25,0.333333333,0.333333333,0,0,1,0,1,1,1,1,0,0.75,0.25,1,0,0.25,1,0.026666667,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6
221,0.285714286,0.25,0.25,0,0.666666667,0.333333333,0,1,0,1,1,1,0,1,0.75,0.5,0.75,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3.666666667
